"","playlist_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track.duration_ms","track.explicit","track.name","track.popularity","track.album.release_date","track.album.release_date_precision","key_name","mode_name","key_mode","genre"
"956","Jazz Classics",0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,4,333946,FALSE,"Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition",62,"1964-06-17","day","C","minor","C minor","jazz"
"957","Jazz Classics",0.685,0.472,9,-9.691,0,0.0298,0.785,0.284,0.224,0.475,80.487,4,205720,FALSE,"Coffee Cold",62,"2000-01-01","day","A","minor","A minor","jazz"
"958","Jazz Classics",0.463,0.654,8,-9.72,1,0.0659,0.824,0.917,0.372,0.592,175.204,4,209573,FALSE,"In the Mood - Live",62,"1939","year","G#","major","G# major","jazz"
"959","Jazz Classics",0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,4,306226,FALSE,"I Got It Bad And That Ain't Good",61,"1963-01-01","day","F","major","F major","jazz"
"960","Jazz Classics",0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,5,181440,FALSE,"All of Me",65,"1933","year","D","minor","D minor","jazz"
"961","Jazz Classics",0.663,0.264,0,-14.571,1,0.0914,0.706,0,0.1,0.657,122.482,4,354533,FALSE,"Cheek To Cheek",63,"1997-05-20","day","C","major","C major","jazz"
"962","Jazz Classics",0.501,0.0454,0,-18.783,1,0.0388,0.938,3.76e-05,0.2,0.255,99.783,4,166760,FALSE,"Time After Time - Vocal Version",61,"1956","year","C","major","C major","jazz"
"963","Jazz Classics",0.558,0.231,5,-11.436,0,0.0812,0.805,0,0.142,0.403,73.103,4,167493,FALSE,"Teach Me Tonight",61,"1988-01-01","day","F","minor","F minor","jazz"
"964","Jazz Classics",0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,4,205666,FALSE,"There Will Never Be Another You",61,"1959-06-02","day","C","minor","C minor","jazz"
"965","Jazz Classics",0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,4,319733,FALSE,"My Little Brown Book",60,"1963-02","month","C","minor","C minor","jazz"
"966","Jazz Classics",0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,4,282320,FALSE,"When Sunny Gets Blue",60,"1964","year","D","minor","D minor","jazz"
"967","Jazz Classics",0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,3,324200,FALSE,"Skating In Central Park",60,"1962","year","C","major","C major","jazz"
"968","Jazz Classics",0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,3,179640,FALSE,"I Get Along Without You Very Well (Except Sometimes) - Vocal Version",60,"1956","year","A#","major","A# major","jazz"
"969","Jazz Classics",0.499,0.0539,11,-21.882,1,0.0396,0.972,0.0287,0.0839,0.324,72.981,4,280840,FALSE,"But Beautiful",59,"1973-03-01","day","B","major","B major","jazz"
"970","Jazz Classics",0.716,0.133,0,-15.846,1,0.0421,0.879,0,0.0966,0.551,62.14,3,140520,FALSE,"Give Me The Simple Life",59,"1964-01-01","day","C","major","C major","jazz"
"971","Jazz Classics",0.572,0.398,0,-10.751,1,0.0376,0.841,4.59e-06,0.128,0.76,86.135,4,244866,FALSE,"Love Me Or Leave Me",59,"1966-01-01","day","C","major","C major","jazz"
"972","Jazz Classics",0.203,0.0895,2,-19.755,0,0.0404,0.971,0.0213,0.108,0.115,173.451,1,173533,FALSE,"Nature Boy",59,"1961-09-25","day","D","minor","D minor","jazz"
"973","Jazz Classics",0.339,0.342,7,-7.596,0,0.0313,0.962,0.319,0.162,0.393,132.599,3,167121,FALSE,"Summertime",58,"1957-08-08","day","G","minor","G minor","jazz"
"974","Jazz Classics",0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,4,294666,FALSE,"Autumn Nocturne",58,"1958","year","C","major","C major","jazz"
"975","Jazz Classics",0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,3,257693,FALSE,"Gary's Theme - Remastered",59,"1981-02-02","day","G","major","G major","jazz"
"976","Jazz Classics",0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,4,184466,FALSE,"But Not For Me - Vocal Version",58,"1956","year","F","minor","F minor","jazz"
"977","Jazz Classics",0.425,0.0469,7,-18.612,0,0.0354,0.955,0,0.137,0.154,135.335,4,356626,FALSE,"Autumn In New York",58,"1957-02-25","day","G","minor","G minor","jazz"
"978","Jazz Classics",0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,4,290293,FALSE,"Almost Like Being In Love",57,"1957","year","C","minor","C minor","jazz"
"979","Jazz Classics",0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,4,419626,FALSE,"A Nightingale Sang In Berkeley Square",58,"1961-01-01","day","C#","major","C# major","jazz"
"980","Jazz Classics",0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,4,570720,FALSE,"Moanin' - Remastered 1998/Rudy Van Gelder Edition",57,"1959-01-01","day","F","minor","F minor","jazz"
"981","Jazz Classics",0.525,0.222,10,-11.065,0,0.0373,0.836,0.0799,0.051,0.645,156.364,4,195533,FALSE,"Stompin At The Savoy",57,"1990-01-01","day","A#","minor","A# minor","jazz"
"982","Jazz Classics",0.535,0.258,7,-9.499,0,0.033,0.768,8.95e-05,0.115,0.281,110.953,4,659520,FALSE,"Autumn Leaves",57,"1958","year","G","minor","G minor","jazz"
"983","Jazz Classics",0.455,0.106,2,-14.086,1,0.0422,0.986,0,0.122,0.258,66.807,4,196440,FALSE,"I've Got A Crush On You",57,"1950-09-11","day","D","major","D major","jazz"
"984","Jazz Classics",0.673,0.377,0,-14.141,1,0.0697,0.586,0,0.332,0.713,88.973,4,201466,FALSE,"Mack the Knife",57,"1929","year","C","major","C major","jazz"
"985","Jazz Classics",0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,4,438280,FALSE,"Song For My Father",57,"1999-01-01","day","F","minor","F minor","jazz"
"986","Jazz Classics",0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,4,193840,FALSE,"'Round Midnight",56,"1951","year","G#","major","G# major","jazz"
"987","Jazz Classics",0.224,0.214,2,-14.455,0,0.0348,0.976,0.00094,0.367,0.14,83.906,3,179373,FALSE,"Misty",56,"1958-07-07","day","D","minor","D minor","jazz"
"988","Jazz Classics",0.71,0.318,0,-8.948,0,0.0432,0.867,0.00038,0.169,0.58,126.05,4,194240,FALSE,"Bye Bye Blackbird",56,"1960-01-01","day","C","minor","C minor","jazz"
"989","Jazz Classics",0.492,0.0671,10,-15.671,0,0.0399,0.958,0.000968,0.109,0.165,124.908,4,147413,FALSE,"I'm Glad There Is You",56,"1955-12-01","day","A#","minor","A# minor","jazz"
"990","Jazz Classics",0.341,0.0446,10,-18.109,1,0.0348,0.909,0.00785,0.157,0.128,174.365,3,258106,FALSE,"The Masquerade Is Over",56,"1962","year","A#","major","A# major","jazz"
"991","Jazz Classics",0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,3,265049,FALSE,"Naima - Mono",56,"1960","year","A#","minor","A# minor","jazz"
"992","Jazz Classics",0.365,0.136,0,-12.42,1,0.0436,0.921,0,0.103,0.255,64.212,3,197706,FALSE,"Lover Man",56,"1958-01-01","day","C","major","C major","jazz"
"993","Jazz Classics",0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,4,355333,FALSE,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",56,"1957-03-18","day","A#","minor","A# minor","jazz"
"994","Jazz Classics",0.418,0.295,6,-14.667,1,0.0303,0.913,0.896,0.248,0.132,109.621,4,498146,FALSE,"Turiya & Ramakrishna",55,"1996-01-01","day","F#","major","F# major","jazz"
"995","Jazz Classics",0.612,0.526,0,-8.558,0,0.0272,0.727,0.0331,0.183,0.594,129.341,4,429266,FALSE,"Watermelon Man - Remastered",55,"1962-05-28","day","C","minor","C minor","jazz"
"996","Jazz Classics",0.551,0.119,0,-15.468,0,0.0435,0.924,0.00264,0.119,0.243,70.129,4,358200,FALSE,"My Funny Valentine - Rudy Van Gelder Remaster 2007",55,"1957","year","C","minor","C minor","jazz"
"997","Jazz Classics",0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,3,342373,FALSE,"Goodbye Pork Pie Hat",55,"1959","year","G#","minor","G# minor","jazz"
"998","Jazz Classics",0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,3,824133,FALSE,"My Favorite Things",55,"1961","year","E","major","E major","jazz"
"999","Jazz Classics",0.659,0.113,10,-16.756,0,0.0569,0.976,0.88,0.179,0.738,95.063,4,182360,FALSE,"Body and Soul",54,"1996-05-21","day","A#","minor","A# minor","jazz"
"1000","Jazz Classics",0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,4,342066,FALSE,"Milestones (feat. John Coltrane, Cannonball Adderley, Red Garland, Paul Chambers & Philly Joe Jones)",55,"1958-04","month","A","minor","A minor","jazz"
"1001","Jazz Classics",0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,4,295200,FALSE,"Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition",54,"2007-01-01","day","G","minor","G minor","jazz"
"1002","Jazz Classics",0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,4,435266,FALSE,"So Tender",54,"1983","year","C#","minor","C# minor","jazz"
"1003","Jazz Classics",0.578,0.351,11,-12.432,0,0.101,0.813,0,0.123,0.476,122.712,4,240866,FALSE,"Lullaby Of Birdland",54,"1954-12-01","day","B","minor","B minor","jazz"
"1004","Jazz Classics",0.53,0.454,7,-11.19,0,0.028,0.768,0.116,0.113,0.492,135.947,3,449773,FALSE,"Footprints - Remastered",54,"1967","year","G","minor","G minor","jazz"
"1005","Jazz Classics",0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,4,190400,FALSE,"Alone Together - Rudy Van Gelder Remaster 2006",54,"1992-01-01","day","F","minor","F minor","jazz"
"1006","Jazz Classics",0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,4,586493,FALSE,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",54,"1959-08-17","day","G#","major","G# major","jazz"
"1007","Jazz Classics",0.503,0.286,8,-15.425,1,0.045,0.643,0.00112,0.156,0.569,136.098,4,643127,FALSE,"Blue Train",54,"1957-11-01","day","G#","major","G# major","jazz"
"1008","Jazz Classics",0.497,0.086,7,-13.579,1,0.0443,0.974,0.00106,0.124,0.171,129.332,4,228360,FALSE,"Don't Go To Strangers",53,"1960-01-01","day","G","major","G major","jazz"
"1009","Jazz Classics",0.575,0.187,0,-13.081,0,0.0512,0.927,0.877,0.166,0.342,107.469,4,525613,FALSE,"Stolen Moments",53,"1961-08-01","day","C","minor","C minor","jazz"
"1010","Jazz Classics",0.564,0.0822,8,-17.658,1,0.0453,0.962,0.583,0.11,0.483,127.422,4,169506,FALSE,"All The Things You Are",53,"2002-05-21","day","G#","major","G# major","jazz"
"1011","Jazz Classics",0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,4,242346,FALSE,"Midnight Blue - Remastered",53,"1963","year","F","minor","F minor","jazz"
"1012","Jazz Classics",0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,3,339333,FALSE,"Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster",53,"1957","year","G#","major","G# major","jazz"
"1013","Jazz Classics",0.438,0.106,0,-14.939,1,0.0353,0.947,0.000103,0.147,0.0508,118.785,4,291173,FALSE,"Embraceable You",53,"1954-12-01","day","C","major","C major","jazz"
"1014","Jazz Classics",0.417,0.42,0,-13.046,0,0.06,0.186,0.00111,0.185,0.517,147.143,4,287843,FALSE,"Giant Steps - 2020 Remaster",54,"2020-09-18","day","C","minor","C minor","jazz"
"1015","Jazz Classics",0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,4,372493,FALSE,"Ruby My Dear",53,"1994-08-16","day","G#","major","G# major","jazz"
"1016","Jazz Classics",0.55,0.179,5,-12.481,1,0.039,0.965,0.368,0.0746,0.349,129.536,4,259812,FALSE,"Too Young To Go Steady",53,"1963","year","F","major","F major","jazz"
"1017","Jazz Classics",0.483,0.364,9,-10.78,0,0.0265,0.564,0.299,0.0542,0.349,98.445,4,349906,FALSE,"A Day In The Life",52,"1967-01-01","day","A","minor","A minor","jazz"
"1018","Jazz Classics",0.608,0.387,11,-20.157,0,0.0411,0.86,0.662,0.187,0.809,91.489,4,149080,FALSE,"O Pato",52,"1962-01-01","day","B","minor","B minor","jazz"
"1019","Jazz Classics",0.567,0.124,0,-16.446,1,0.0562,0.792,0,0.106,0.343,79.37,4,162866,FALSE,"I've Grown Accustomed To Her Face - Remastered/1998",52,"1960","year","C","major","C major","jazz"
"1020","Jazz Classics",0.599,0.444,5,-8.648,0,0.044,0.82,0.000474,0.122,0.508,142.81,4,369386,FALSE,"Dig Dis - Remastered 1999/Rudy Van Gelder Edition",52,"1960-10-01","day","F","minor","F minor","jazz"
"1021","Jazz Classics",0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,4,313200,FALSE,"Mercy, Mercy, Mercy",52,"1997-01-01","day","A#","major","A# major","jazz"
"1022","Jazz Classics",0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,4,354573,FALSE,"Besame Mucho",52,"2001-04-02","day","A#","minor","A# minor","jazz"
"1023","Jazz Classics",0.417,0.0644,4,-19.687,0,0.0359,0.971,0.000134,0.126,0.138,113.713,4,191960,FALSE,"This Is Always",52,"1993-08-02","day","E","minor","E minor","jazz"
"1024","Jazz Classics",0.147,0.215,3,-14.594,0,0.0346,0.965,0.000928,0.184,0.102,171.46,3,266800,FALSE,"You Go To My Head - 2020 Mix",52,"1960-07-25","day","D#","minor","D# minor","jazz"
"1025","Jazz Classics",0.476,0.0794,9,-19.166,0,0.0365,0.955,0.872,0.112,0.118,103.181,4,162680,FALSE,"I Fall In Love Too Easily",52,"1962","year","A","minor","A minor","jazz"
"1026","Jazz Classics",0.572,0.306,4,-15.813,0,0.0303,0.648,0.916,0.0724,0.555,133.338,3,255097,FALSE,"Love Theme From Spartacus - Remastered 2023",52,"2024-02-02","day","E","minor","E minor","jazz"
"1027","Jazz Classics",0.54,0.0671,1,-18.633,1,0.0397,0.966,0.779,0.101,0.316,84.192,4,286133,FALSE,"Stardust",52,"1988-01-01","day","C#","major","C# major","jazz"
"1028","Jazz Classics",0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,190933,FALSE,"These Foolish Things - Remastered 1995",52,"1995-01-01","day","A#","major","A# major","jazz"
"1029","Jazz Classics",0.581,0.201,0,-15.421,0,0.0509,0.937,0.0946,0.137,0.448,126.745,4,393533,FALSE,"Softly As In A Morning Sunrise - Remastered 2001/Rudy Van Gelder Edition",51,"1958-01-01","day","C","minor","C minor","jazz"
"1030","Jazz Classics",0.477,0.237,4,-17.115,0,0.0321,0.947,0.901,0.0974,0.178,126.222,3,280480,FALSE,"It Ain't Necessarily So",51,"2016-04-15","day","E","minor","E minor","jazz"
"1031","Jazz Classics",0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,4,416840,FALSE,"Köln, January 24, 1975, Pt. II C - Live",51,"1975-11-30","day","C","major","C major","jazz"
"1032","Jazz Classics",0.184,0.543,11,-13.583,0,0.0391,0.016,0,0.105,0.211,98.4,3,396066,FALSE,"Journey In Satchidananda",51,"1971","year","B","minor","B minor","jazz"
"1033","Jazz Classics",0.671,0.352,0,-11.511,1,0.0556,0.532,0.000141,0.11,0.396,120.235,4,342891,FALSE,"On The Sunny Side Of The Street",51,"2017-09-29","day","C","major","C major","jazz"
"1034","Jazz Classics",0.618,0.0772,9,-21.306,0,0.0514,0.975,0.919,0.107,0.36,104.691,4,273800,FALSE,"Visa från Utanmyra",51,"1964","year","A","minor","A minor","jazz"
"1035","Jazz Classics",0.319,0.157,0,-19.728,0,0.0368,0.987,0.849,0.138,0.266,191.259,3,321026,FALSE,"Moon River",51,"2010-01-01","day","C","minor","C minor","jazz"
"1036","Jazz Classics",0.588,0.4,7,-11.914,0,0.036,0.851,0.352,0.11,0.468,113.615,4,403640,FALSE,"Blue Rondo à la Turk",51,"1959-12-14","day","G","minor","G minor","jazz"
"1037","Jazz Classics",0.47,0.308,5,-18.663,1,0.0369,0.82,0.039,0.115,0.857,115.459,4,203466,FALSE,"C Jam Blues",51,"1963-01-01","day","F","major","F major","jazz"
"1038","Jazz Classics",0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,4,330440,FALSE,"Chitlins Con Carne",51,"1963","year","G#","major","G# major","jazz"
"1039","Jazz Classics",0.635,0.0278,2,-21.504,0,0.0406,0.537,0.872,0.213,0.12,103.016,4,243333,FALSE,"From Gagarin's Point of View",51,"1999-04-26","day","D","minor","D minor","jazz"
"1040","Jazz Classics",0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,4,688133,FALSE,"Straight, No Chaser",51,"1967","year","D#","major","D# major","jazz"
"1041","Jazz Classics",0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,4,193866,FALSE,"Tea for Two",51,"1933","year","C#","major","C# major","jazz"
"1042","Jazz Classics",0.615,0.145,7,-14.283,1,0.0422,0.748,0,0.0292,0.505,102.633,4,130253,FALSE,"Mean To Me - Remastered/1998",51,"1960","year","G","major","G major","jazz"
"1043","Jazz Classics",0.223,0.105,11,-18.898,0,0.0364,0.744,0,0.0889,0.178,170.469,4,161173,FALSE,"Dindi",51,"1965-01-01","day","B","minor","B minor","jazz"
"1044","Jazz Classics",0.646,0.12,5,-13.447,0,0.0336,0.867,0,0.261,0.442,96.284,4,185666,FALSE,"Let's Do It",50,"1956","year","F","minor","F minor","jazz"
"1045","Jazz Classics",0.517,0.0917,0,-18.395,1,0.0336,0.876,0.629,0.108,0.0836,95.068,4,267173,FALSE,"Where We Used to Live",51,"2006-09-22","day","C","major","C major","jazz"
"1046","Jazz Classics",0.478,0.231,4,-18.064,0,0.0302,0.869,0.919,0.101,0.136,74.937,4,309200,FALSE,"Dolphin Dance",50,"1970","year","E","minor","E minor","jazz"
"1047","Jazz Classics",0.376,0.278,0,-8.597,0,0.0416,0.912,0.886,0.0728,0.199,62.055,4,429040,FALSE,"I Remember Clifford - Rudy Van Gelder Edition; 2007 Digital Remaster",50,"1957-04-01","day","C","minor","C minor","jazz"
"1048","Jazz Classics",0.438,0.0172,9,-23.66,1,0.0384,0.973,0.557,0.0815,0.136,100.989,4,354666,FALSE,"Young And Foolish",50,"1959","year","A","major","A major","jazz"
"1049","Jazz Classics",0.438,0.129,5,-15.984,1,0.0346,0.957,0.0459,0.0884,0.127,84.845,3,284680,FALSE,"Quintessence",50,"1963-08-01","day","F","major","F major","jazz"
"1050","Jazz Classics",0.636,0.181,5,-17.511,0,0.0456,0.864,0.00251,0.0706,0.697,84.203,3,282866,FALSE,"Solar - Rudy Van Gelder Remaster",50,"1957","year","F","minor","F minor","jazz"
"1051","Jazz Classics",0.555,0.0356,7,-20.862,0,0.0425,0.941,0.137,0.0816,0.194,111.337,4,297875,FALSE,"The Shadow of Your Smile",50,"1969-04-21","day","G","minor","G minor","jazz"
"1052","Jazz Classics",0.467,0.459,0,-9.706,0,0.0305,0.719,0.00312,0.0944,0.178,124.379,4,477093,FALSE,"Maiden Voyage - Remastered",50,"1965-05-17","day","C","minor","C minor","jazz"
"1053","Jazz Classics",0.531,0.366,5,-11.697,0,0.0496,0.911,0.88,0.0916,0.785,81.867,4,482440,FALSE,"Blue Bossa - Remastered",50,"1963-10-01","day","F","minor","F minor","jazz"
"1054","Jazz Classics",0.422,0.148,10,-15.38,1,0.0429,0.985,0.964,0.116,0.0857,125.334,3,202773,FALSE,"Dedicated To You",50,"1964-07-15","day","A#","major","A# major","jazz"
"1055","Jazz Classics",0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,4,563613,FALSE,"Cool Struttin'",50,"1958","year","G","minor","G minor","jazz"
"1056","Jazz Classics",0.414,0.336,5,-16.054,0,0.0352,0.873,0.921,0.114,0.418,78.922,4,214026,FALSE,"My One And Only Love",50,"2002-01-01","day","F","minor","F minor","jazz"
"1057","Jazz Classics",0.654,0.334,8,-12.662,1,0.0521,0.702,0.714,0.114,0.697,81.544,4,410666,FALSE,"Joy Spring",50,"1954-12-01","day","G#","major","G# major","jazz"
"1058","Jazz Classics",0.224,0.122,2,-16.766,1,0.036,0.985,0.0206,0.111,0.0952,82.277,4,235760,FALSE,"If I Should Lose You",49,"1966-09-16","day","D","major","D major","jazz"
"1059","Jazz Classics",0.583,0.376,6,-10.914,1,0.0433,0.725,0.251,0.0642,0.614,120.713,4,217373,FALSE,"Splanky",49,"1958","year","F#","major","F# major","jazz"
"1060","Jazz Classics",0.564,0.097,5,-16.442,1,0.038,0.958,0.0588,0.119,0.393,132.653,4,346920,FALSE,"It Never Entered My Mind",49,"1959-11-01","day","F","major","F major","jazz"
"1061","Jazz Classics",0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,4,322000,FALSE,"I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999",50,"1962","year","D#","major","D# major","jazz"
"1062","Jazz Classics",0.386,0.075,5,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,4,372786,FALSE,"I'm A Fool To Want You - 2006 Digital Remaster",49,"2006-01-01","day","F","minor","F minor","jazz"
"1063","Jazz Classics",0.616,0.434,5,-7.257,0,0.031,0.581,0,0.131,0.404,108.467,4,505453,FALSE,"One For Daddy-O",49,"1958","year","F","minor","F minor","jazz"
"1064","Jazz Classics",0.479,0.318,0,-13.836,1,0.0395,0.278,0.0959,0.107,0.575,94.036,4,331800,FALSE,"Take the ""A"" Train",49,"1961-05-15","day","C","major","C major","jazz"
"1065","Jazz Classics",0.398,0.527,4,-16.591,0,0.0297,0.713,0.934,0.119,0.353,118.504,4,301866,FALSE,"Tell Me a Bedtime Story",49,"1969-12-08","day","E","minor","E minor","jazz"
"1066","Jazz Classics",0.457,0.548,5,-12.486,0,0.0551,0.111,0.00016,0.103,0.76,88.8,4,440840,FALSE,"Better Git It in Your Soul",49,"1959","year","F","minor","F minor","jazz"
"1067","Jazz Classics",0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,4,415000,FALSE,"Crystal Silence",48,"1972-07-01","day","A","minor","A minor","jazz"
"1068","Jazz Classics",0.655,0.245,9,-13.662,0,0.0469,0.809,0.384,0.178,0.5,79.76,4,255626,FALSE,"You'd Be So Nice To Come Home To",49,"1959-11-01","day","A","minor","A minor","jazz"
"1069","Jazz Classics",0.473,0.67,8,-7.756,1,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,4,625293,FALSE,"The Sidewinder - Remastered 1999/Rudy Van Gelder Edition",48,"1999-01-01","day","G#","major","G# major","jazz"
"1070","Jazz Classics",0.306,0.0422,6,-22.289,0,0.0386,0.962,0.0264,0.102,0.174,172.477,3,164933,FALSE,"In The Wee Small Hours Of The Morning",48,"1963","year","F#","minor","F# minor","jazz"
"1071","Jazz Classics",0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,4,209400,FALSE,"Softly As In A Morning Sunrise",48,"1954","year","C","minor","C minor","jazz"
"1072","Jazz Classics",0.665,0.359,1,-8.887,1,0.0326,0.801,0.106,0.145,0.4,111.639,4,368746,FALSE,"Along Came Betty",48,"1959-01-01","day","C#","major","C# major","jazz"
"1073","Jazz Classics",0.543,0.133,7,-16.846,0,0.1,0.805,0.00135,0.125,0.464,171.493,4,188960,FALSE,"Line For Lyons",48,"1957-12-01","day","G","minor","G minor","jazz"
"1074","Jazz Classics",0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,4,447560,FALSE,"God Bless the Child",48,"1962","year","D","major","D major","jazz"
"1075","Jazz Classics",0.509,0.224,0,-11.123,1,0.0327,0.736,0.301,0.327,0.17,112.355,4,403360,FALSE,"April In Paris - 2007 Remaster/Rudy Van Gelder Edition",48,"2007-01-01","day","C","major","C major","jazz"
"1076","Jazz Classics",0.26,0.203,7,-12.231,0,0.0353,0.99,0.944,0.134,0.064,173.503,3,343280,FALSE,"Cristo Redentor - Remastered",48,"1963","year","G","minor","G minor","jazz"
"1077","Jazz Classics",0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,4,392000,FALSE,"Search For Peace",48,"1967","year","C","major","C major","jazz"
"1078","Jazz Classics",0.497,0.153,5,-12.65,0,0.0407,0.978,0.809,0.138,0.276,100.222,4,405226,FALSE,"I'm A Fool To Want You",48,"1991-01-01","day","F","minor","F minor","jazz"
"1079","Jazz Classics",0.623,0.403,5,-11.121,0,0.0426,0.451,1.13e-05,0.448,0.631,93.911,4,396960,FALSE,"It Could Happen To You",48,"1958","year","F","minor","F minor","jazz"
"1080","Jazz Classics",0.446,0.0879,4,-15.059,0,0.0392,0.936,0,0.104,0.154,119.511,4,203000,FALSE,"Come Rain or Come Shine",47,"1949","year","E","minor","E minor","jazz"
"1081","Jazz Classics",0.53,0.143,8,-17.471,1,0.0423,0.958,0.497,0.278,0.119,125.464,4,442226,FALSE,"Strange Meadow Lark",47,"1959-12-14","day","G#","major","G# major","jazz"
"1082","Jazz Classics",0.446,0.13,2,-14.403,0,0.0386,0.971,0.445,0.108,0.172,106.607,4,426800,FALSE,"Virgo - Remastered 2004 / Rudy Van Gelder Edition",47,"1964-11-01","day","D","minor","D minor","jazz"
"1083","Jazz Classics",0.348,0.107,0,-22.793,0,0.0306,0.933,0.887,0.1,0.115,58.801,4,285933,FALSE,"Mood Indigo",47,"1963","year","C","minor","C minor","jazz"
"1084","Jazz Classics",0.576,0.335,7,-12.706,1,0.0438,0.748,0.0714,0.131,0.455,77.415,4,309360,FALSE,"Paul's Pal - Rudy Van Gelder Remaster",47,"1956","year","G","major","G major","jazz"
"1085","Jazz Classics",0.492,0.205,9,-8.488,0,0.0577,0.983,0.893,0.122,0.109,128.315,4,310054,FALSE,"All Alone",47,"1966-01-01","day","A","minor","A minor","jazz"
"1086","Jazz Classics",0.664,0.422,5,-11.738,1,0.0552,0.388,0.000107,0.0626,0.533,89.263,4,327773,FALSE,"You'd Be So Nice to Come Home To",47,"1957","year","F","major","F major","jazz"
"1087","Jazz Classics",0.488,0.337,5,-10.185,0,0.0463,0.851,2.12e-05,0.126,0.471,133.27,4,181653,FALSE,"They Can't Take That Away from Me (2012 - Remaster)",47,"2012-12-19","day","F","minor","F minor","jazz"
"1088","Jazz Classics",0.464,0.0059,1,-22.41,1,0.0608,0.945,0.904,0.139,0.297,95.178,4,254026,FALSE,"My Romance",47,"1987-01-01","day","C#","major","C# major","jazz"
"1089","Jazz Classics",0.704,0.277,0,-11.675,1,0.035,0.814,0.756,0.0845,0.322,90.38,4,597280,FALSE,"Midnight Special - Remastered 2007/Rudy Van Gelder Edition",47,"1961","year","C","major","C major","jazz"
